,taskName,nSessions,nTrials,pC,std,meanMin,meanMax,minOddChange,minRunLength,maxRunLength,applyMinForLastRunLength,sessionIndex,trialIndex,mean,didMeanChange,outcome,p1Min,p1Max,p1,didP1Change,idealObserverEstimate
996,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,21,0.5656113439576641,False,0.5511299356492911,,,,,
997,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,22,0.5656113439576641,False,0.5502619901184432,,,,,
998,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,23,0.5656113439576641,False,0.5935178457106169,,,,,
999,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,24,0.5656113439576641,False,0.46222969023663746,,,,,
1000,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,25,0.5656113439576641,False,0.570539567421283,,,,,
1001,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,26,0.5656113439576641,False,0.565726137419821,,,,,
1002,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,27,0.5656113439576641,False,0.5778736751349396,,,,,
1003,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,28,0.8030655875294753,True,0.7853350931818849,,,,,
1004,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,29,0.8030655875294753,False,0.8160434347114889,,,,,
1005,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,30,0.8030655875294753,False,0.8479785641511812,,,,,
1006,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,31,0.8030655875294753,False,0.835256472325978,,,,,
1007,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,32,0.8030655875294753,False,0.8000167575002308,,,,,
1008,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,33,0.8030655875294753,False,0.8620444840045957,,,,,
1009,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,34,0.8030655875294753,False,0.8626156093578132,,,,,
1010,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,35,0.8030655875294753,False,0.7902807469409286,,,,,
1011,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,36,0.8030655875294753,False,0.8401478645950353,,,,,
1012,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,37,0.8030655875294753,False,0.8086277594606761,,,,,
1013,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,38,0.8030655875294753,False,0.7752191309546149,,,,,
1014,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,39,0.8030655875294753,False,0.8011701841938358,,,,,
1015,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,40,0.8030655875294753,False,0.7965490816167694,,,,,
1016,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,41,0.8030655875294753,False,0.8158898010441529,,,,,
1017,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,42,0.8030655875294753,False,0.7881523783288421,,,,,
1018,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,43,0.8030655875294753,False,0.8028728450545979,,,,,
1019,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,44,0.8030655875294753,False,0.751616147611719,,,,,
1020,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,45,0.7757875563137775,True,0.7926041227696621,,,,,
1021,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,46,0.7757875563137775,False,0.8086947503024895,,,,,
1022,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,47,0.7757875563137775,False,0.8333152540987147,,,,,
1023,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,48,0.7757875563137775,False,0.8113453841330852,,,,,
1024,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,49,0.8243138549669194,True,0.7954930452977333,,,,,
1025,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,50,0.8243138549669194,False,0.8636256568656339,,,,,
1026,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,51,0.8243138549669194,False,0.8714138547626137,,,,,
1027,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,52,0.8243138549669194,False,0.7727692448780851,,,,,
1028,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,53,0.8243138549669194,False,0.7871757575377655,,,,,
1029,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,54,0.8243138549669194,False,0.8439597286038386,,,,,
1030,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,55,0.8243138549669194,False,0.810436379817069,,,,,
1031,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,56,0.8243138549669194,False,0.8620830038735756,,,,,
1032,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,57,0.8243138549669194,False,0.8356386129876359,,,,,
1033,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,58,0.8243138549669194,False,0.8275126907946704,,,,,
1034,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,59,0.8243138549669194,False,0.7587939216792767,,,,,
1035,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,60,0.8243138549669194,False,0.8543997870982512,,,,,
1036,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,61,0.8243138549669194,False,0.8255176444259646,,,,,
1037,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,62,0.8243138549669194,False,0.9041830871075521,,,,,
1038,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,63,0.8243138549669194,False,0.8807255790657206,,,,,
1039,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,64,0.8243138549669194,False,0.8127474474566293,,,,,
1040,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,65,0.4679042126534456,True,0.4665935978489906,,,,,
1041,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,66,0.4679042126534456,False,0.4947448915913622,,,,,
1042,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,67,0.4679042126534456,False,0.47262215567689614,,,,,
1043,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,68,0.4679042126534456,False,0.4400132221736936,,,,,
1044,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,69,0.5370774528162986,True,0.5141164802353957,,,,,
1045,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,70,0.5370774528162986,False,0.5661930099333793,,,,,
1046,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,71,0.5370774528162986,False,0.5349012721630814,,,,,
1047,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,72,0.5370774528162986,False,0.5882141279107421,,,,,
1048,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,73,0.5370774528162986,False,0.4985832766396328,,,,,
1049,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,13,74,0.5370774528162986,False,0.4993926841943543,,,,,
1050,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,0,0.5622857722276284,True,0.5637414311570637,,,,,
1051,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,1,0.5622857722276284,False,0.5429061528041225,,,,,
1052,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,2,0.5622857722276284,False,0.5647300058378754,,,,,
1053,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,3,0.5622857722276284,False,0.529582177755443,,,,,
1054,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,4,0.5622857722276284,False,0.6048927025105747,,,,,
1055,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,5,0.5622857722276284,False,0.5973219279715788,,,,,
1056,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,6,0.5622857722276284,False,0.5589356575820994,,,,,
1057,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,7,0.5622857722276284,False,0.5609320321826818,,,,,
1058,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,8,0.5622857722276284,False,0.5148624653100294,,,,,
1059,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,9,0.5622857722276284,False,0.5474961224090841,,,,,
1060,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,10,0.5622857722276284,False,0.558080552288647,,,,,
1061,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,11,0.5622857722276284,False,0.579750661069588,,,,,
1062,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,12,0.5622857722276284,False,0.5785662274702091,,,,,
1063,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,13,0.5622857722276284,False,0.5017997658102701,,,,,
1064,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,14,0.5622857722276284,False,0.5747740108020766,,,,,
1065,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,15,0.24720816130197207,True,0.2621100220339894,,,,,
1066,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,16,0.24720816130197207,False,0.22500620800990173,,,,,
1067,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,17,0.24720816130197207,False,0.3076262493299702,,,,,
1068,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,18,0.7303433870604035,True,0.6962095944171609,,,,,
1069,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,19,0.7303433870604035,False,0.7532335829795668,,,,,
1070,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,20,0.7303433870604035,False,0.7615277367397837,,,,,
1071,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,21,0.7303433870604035,False,0.7060918264476338,,,,,
1072,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,22,0.7303433870604035,False,0.683620459815367,,,,,
1073,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,23,0.7303433870604035,False,0.719305907463761,,,,,
1074,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,24,0.5896249416359471,True,0.6352573622461196,,,,,
1075,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,25,0.5896249416359471,False,0.6204163883299438,,,,,
1076,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,26,0.5896249416359471,False,0.582362214046057,,,,,
1077,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,27,0.5896249416359471,False,0.6162687457361928,,,,,
1078,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,28,0.5896249416359471,False,0.6076846959553226,,,,,
1079,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,29,0.5896249416359471,False,0.590927197304962,,,,,
1080,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,30,0.5896249416359471,False,0.5640794453778142,,,,,
1081,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,31,0.5896249416359471,False,0.6275572733357655,,,,,
1082,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,32,0.5896249416359471,False,0.5921071180375617,,,,,
1083,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,33,0.1431274176590024,True,0.1145910359344719,,,,,
1084,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,34,0.1431274176590024,False,0.12418060573116527,,,,,
1085,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,35,0.1431274176590024,False,0.1877658173464458,,,,,
1086,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,36,0.1431274176590024,False,0.19421819378206145,,,,,
1087,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,37,0.1431274176590024,False,0.15737552988542286,,,,,
1088,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,38,0.1431274176590024,False,0.14818630636565075,,,,,
1089,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,39,0.1431274176590024,False,0.16298275596489709,,,,,
1090,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,40,0.1431274176590024,False,0.11998310652199898,,,,,
1091,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,41,0.1431274176590024,False,0.13217006740600495,,,,,
1092,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,42,0.4361549440009058,True,0.4289168807681536,,,,,
1093,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,43,0.4361549440009058,False,0.4190509826683739,,,,,
1094,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,44,0.4361549440009058,False,0.47862969674086475,,,,,
1095,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,45,0.4361549440009058,False,0.47116150500038506,,,,,
1096,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,46,0.4361549440009058,False,0.4513087018617492,,,,,
1097,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,47,0.6432550692523437,True,0.5813050616349057,,,,,
1098,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,48,0.6432550692523437,False,0.6495573230883067,,,,,
1099,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,49,0.6432550692523437,False,0.6973730037795753,,,,,
1100,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,50,0.6432550692523437,False,0.6714855804297379,,,,,
1101,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,51,0.6432550692523437,False,0.59482882549063,,,,,
1102,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,52,0.6432550692523437,False,0.6708670533957581,,,,,
1103,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,53,0.6432550692523437,False,0.6007296739077931,,,,,
1104,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,54,0.6432550692523437,False,0.6570865439340009,,,,,
1105,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,55,0.6432550692523437,False,0.6772890945895197,,,,,
1106,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,56,0.6432550692523437,False,0.5834526611837277,,,,,
1107,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,57,0.6432550692523437,False,0.6636064267988272,,,,,
1108,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,58,0.6432550692523437,False,0.6559933953327428,,,,,
1109,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,59,0.6432550692523437,False,0.6912512442486909,,,,,
1110,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,60,0.6432550692523437,False,0.6291128803056817,,,,,
1111,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,61,0.6432550692523437,False,0.6158434484652879,,,,,
1112,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,62,0.6432550692523437,False,0.5961026709728765,,,,,
1113,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,63,0.8348814223820207,True,0.8047143956179851,,,,,
1114,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,64,0.8348814223820207,False,0.9057918917209109,,,,,
1115,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,65,0.8348814223820207,False,0.8002396065659305,,,,,
1116,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,66,0.8348814223820207,False,0.8120257429986044,,,,,
1117,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,67,0.10032161991308595,True,0.07410068947825954,,,,,
1118,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,68,0.10032161991308595,False,0.08907964587960222,,,,,
1119,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,69,0.10032161991308595,False,0.07766083187651363,,,,,
1120,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,70,0.10032161991308595,False,0.0,,,,,
1121,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,71,0.10032161991308595,False,0.06850080663170519,,,,,
1122,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,72,0.10032161991308595,False,0.11489284564739397,,,,,
1123,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,73,0.10032161991308595,False,0.09836331951026261,,,,,
1124,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,14,74,0.10032161991308595,False,0.10736590205982775,,,,,
1125,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,0,0.5837728807792425,True,0.5348473362431703,,,,,
1126,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,1,0.5837728807792425,False,0.600296661452189,,,,,
1127,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,2,0.5837728807792425,False,0.5821274359322778,,,,,
1128,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,3,0.5837728807792425,False,0.5685085739827266,,,,,
1129,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,4,0.5837728807792425,False,0.6017244001172662,,,,,
1130,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,5,0.5837728807792425,False,0.5425768150488104,,,,,
1131,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,6,0.5837728807792425,False,0.576259824645262,,,,,
1132,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,7,0.5837728807792425,False,0.6319743247064806,,,,,
1133,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,8,0.5837728807792425,False,0.5885501167549806,,,,,
1134,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,9,0.5837728807792425,False,0.6507407615017174,,,,,
1135,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,10,0.5837728807792425,False,0.6097144562457026,,,,,
1136,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,11,0.5837728807792425,False,0.6240280027804127,,,,,
1137,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,12,0.5837728807792425,False,0.6247439717376997,,,,,
1138,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,13,0.5837728807792425,False,0.6071933743450127,,,,,
1139,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,14,0.5837728807792425,False,0.6190226997475204,,,,,
1140,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,15,0.5837728807792425,False,0.5608905968156906,,,,,
1141,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,16,0.5837728807792425,False,0.5998159658819158,,,,,
1142,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,17,0.5837728807792425,False,0.5665709192736275,,,,,
1143,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,18,0.5837728807792425,False,0.5931070372419964,,,,,
1144,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,19,0.5837728807792425,False,0.5822043756221661,,,,,
1145,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,20,0.5837728807792425,False,0.6350863574852925,,,,,
1146,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,21,0.5837728807792425,False,0.6057781888757735,,,,,
1147,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,22,0.5837728807792425,False,0.555397072044907,,,,,
1148,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,23,0.5837728807792425,False,0.6078599295956748,,,,,
1149,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,24,0.5837728807792425,False,0.5722039791901429,,,,,
1150,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,25,0.5837728807792425,False,0.5862974713048249,,,,,
1151,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,26,0.5837728807792425,False,0.5864472980066177,,,,,
1152,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,27,0.5837728807792425,False,0.5207714073840433,,,,,
1153,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,28,0.5837728807792425,False,0.5489308626029081,,,,,
1154,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,29,0.5837728807792425,False,0.5933320684499608,,,,,
1155,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,30,0.5837728807792425,False,0.578222709140611,,,,,
1156,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,31,0.5837728807792425,False,0.607022487314879,,,,,
1157,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,32,0.5837728807792425,False,0.579946342610222,,,,,
1158,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,33,0.5837728807792425,False,0.5749409806544682,,,,,
1159,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,34,0.5837728807792425,False,0.5924667988623127,,,,,
1160,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,35,0.5837728807792425,False,0.6442648723671724,,,,,
1161,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,36,0.7630766463845544,True,0.78897560874355,,,,,
1162,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,37,0.7630766463845544,False,0.7939269732733228,,,,,
1163,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,38,0.7630766463845544,False,0.747178531938313,,,,,
1164,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,39,0.7630766463845544,False,0.7675154711361734,,,,,
1165,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,40,0.5597692037664819,True,0.6230324986613781,,,,,
1166,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,41,0.5597692037664819,False,0.4816001813692398,,,,,
1167,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,42,0.5597692037664819,False,0.5586354338528079,,,,,
1168,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,43,0.5597692037664819,False,0.5954269018425736,,,,,
1169,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,44,0.5597692037664819,False,0.5702710111470549,,,,,
1170,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,45,0.5597692037664819,False,0.5846054524005024,,,,,
1171,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,46,0.5597692037664819,False,0.5436989736561366,,,,,
1172,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,47,0.5597692037664819,False,0.5608220745113631,,,,,
1173,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,48,0.5597692037664819,False,0.4705536006985658,,,,,
1174,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,49,0.5597692037664819,False,0.5289896201778209,,,,,
1175,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,50,0.5597692037664819,False,0.5890619839064258,,,,,
1176,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,51,0.5597692037664819,False,0.5672318307701002,,,,,
1177,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,52,0.5597692037664819,False,0.5753406760168475,,,,,
1178,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,53,0.5597692037664819,False,0.5114901535363181,,,,,
1179,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,54,0.5597692037664819,False,0.5850646725531166,,,,,
1180,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,55,0.5597692037664819,False,0.5241272187860613,,,,,
1181,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,56,0.5597692037664819,False,0.588520652610827,,,,,
1182,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,57,0.5597692037664819,False,0.5668854615656572,,,,,
1183,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,58,0.5597692037664819,False,0.5187343500507329,,,,,
1184,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,59,0.5597692037664819,False,0.5575856689659529,,,,,
1185,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,60,0.5597692037664819,False,0.6214132542952003,,,,,
1186,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,61,0.5597692037664819,False,0.6115863303855519,,,,,
1187,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,62,0.5597692037664819,False,0.5528619289509784,,,,,
1188,ada-pos,100,75,0.1,0.03333333333333333,0.1,0.9,1.0,3,,False,15,63,0.5597692037664819,False,0.6298946039376001,,,,,
